latency (ms)
7.153513
7.571302
10.672782
190.7861
6.205261
4.648244
10.01601
4.707038
5.870115
6.286226
5.590124
9.144423
5.682528
4.631523
9.180749
7.271846
10.821362
8.045714
9.705408
7.85546
7.034366
8.823026
9.934318
9.382693
5.723109
6.778317
8.025075
5.626141
6.338194
8.037327
9.105322
7.191471
5.872339
9.032955
6.041077
5.353564
5.491657
6.387943
6.066663
9.367341
9.104213
4.762043
8.910606
6.363266
5.9392
6.017295
5.79289
6.107169
6.114754
5.970647
8.195637
5.77764
6.517574
10.212887
9.593014
5.435875
7.004771
5.525268
7.945532
8.593755
9.625628
6.655937
9.480188
9.677591
6.03714
5.158116
5.362433
4.4937
5.850016
9.662505
10.962542
5.719619
6.61354
7.154061
6.209008
8.141291
8.102698
7.93586
5.335769
7.94077
7.402935
5.845695
7.69486
5.303008
5.10451
7.321055
5.681416
7.282262
5.607608
7.197681
14.020693
5.332785
6.028395
6.360793
6.059461
6.23912
10.125616
5.116891
10.351607
7.704908
7.740734
6.306951
12.377791
6.575482
5.626325
6.788518
11.65203
9.32525
9.080508
4.866407
4.066341
10.62644
6.074242
8.09508
10.892397
10.893446
66.502309
6.814004
10.740552
13.280272
8.227083
5.48017
5.959387
6.337831
4.907426
5.588647
91.803541
7.530288
5.445278
5.722082
8.429704
5.946157
5.593803
5.64088
5.265154
6.833921
4.664039
8.071548
10.061604
6.008375
5.237903
6.235235
7.919616
6.658211
9.221981
9.053789
5.346392
6.770708
14.269185
6.518584
9.267965
10.46313
6.415195
9.609069
8.021887
4.712291
4.416387
5.245305
6.85133
5.07756
96.63615
9.259847
5.730432
10.621219
7.70265
6.268802
6.827284
7.070473
9.049814
8.952953
9.679384
5.876715
6.40635
7.662774
9.942973
7.289399
6.034035
5.840286
5.302005
5.168756
9.025562
6.445516
6.498851
9.052609
5.346036
6.016015
8.253308
6.176147
5.100299
7.390051
8.514704
5.166978
6.256853
5.430397
5.921485
6.936808
5.49341
6.341762
5.342242
7.189269
11.029545
10.049152
9.996489
6.753173
9.507452
6.598809
4.751681
3.765018
5.49692
8.823686
5.938659
9.304611
7.213853
6.651706
10.571307
10.9966
5.606527
5.466028
4.695827
8.699843
9.358589
4.352553
6.123461
6.670601
6.097958
5.465465
9.88742
7.882104
4.476837
6.393155
8.779941
5.781138
5.065184
6.8275
6.269324
4.858587
8.72593
9.205999
4.315673
8.162969
5.324398
6.749783
6.492256
11.443599
7.08687
9.386888
11.802239
5.135631
5.143253
6.510169
5.85426
9.800492
8.098376
10.157125
6.683138
5.746431
5.302856
10.115747
5.479212
5.697868
10.01734
5.704179
6.16853
8.440724
8.38743
6.629065
5.62754
5.419365
5.155805
9.393798
10.559101
5.796729
9.582402
8.681949
5.394885
11.221004
6.10261
5.818011
62.827666
4.884982
8.074013
9.816535
6.534843
7.929718
8.942202
7.934893
9.683492
5.957819
7.097575
5.513741
6.296263
4.751258
5.411539
6.485033
6.350152
6.946455
9.136719
7.247626
5.624307
5.032401
10.194517
5.681601
5.453938
6.834189
5.990437
5.544233
7.504884
9.069877
7.09174
9.35131
5.099199
5.744097
9.468313
6.655004
6.085075
7.001883
4.941929
8.334775
5.17714
7.162162
6.203949
9.332631
5.681203
5.772497
6.249566
9.903072
9.71459
4.999408
6.501699
5.718192
8.680806
8.068546
9.022775
7.058659
8.478682
4.969619
6.901214
7.126101
6.333657
4.943997
5.207419
6.979736
5.846777
6.85592
13.788421
5.935942
7.179552
5.283784
8.49612
8.113935
5.710933
8.788946
5.177582
9.843728
5.730704
12.483822
5.701298
8.093333
9.018851
9.344512
5.655769
7.958864
7.09051
6.602288
6.664376
5.773952
5.194049
6.586609
8.060896
6.610448
5.662887
8.690328
6.038772
5.869175
7.323836
9.315371
10.461927
6.971474
5.558902
5.303236
8.227095
6.059623
9.174215
5.816028
6.02931
6.398263
9.758943
7.44701
6.214851
9.198945
6.78773
6.463386
5.470212
8.656962
4.653094
5.85741
5.671911
5.403983
8.275165
6.555703
3.991818
9.480983
9.745417
5.96229
8.950428
6.204915
5.169252
6.621023
4.824979
7.369363
9.598411
5.908083
9.174517
5.222856
4.810219
7.245144
5.690463
4.936832
8.018139
5.142446
7.3324
8.187587
7.476188
6.110975
7.798605
6.347045
5.879672
5.061685
5.437313
10.285392
5.784777
8.797185
9.108406
6.098082
5.673006
9.068473
5.795626
6.385858
5.995464
9.80471
6.502415
11.016292
7.108399
10.351636
23.307385
6.056466
5.101984
6.183494
8.704971
10.455059
7.137141
6.024602
5.984816
6.063224
8.82006
5.525914
6.472545
5.143819
5.792094
9.603226
6.580077
6.663529
8.021258
6.336632
5.516136
5.443231
9.238143
7.24063
5.555718
5.260144
6.33403
5.519581
7.801725
5.519818
9.776241
4.709445
7.541824
9.927713
5.58353
6.63247
9.231716
8.544498
5.219373
4.739187
5.096954
5.962857
5.70396
6.408869
5.789899
8.400062
5.811174
7.878659
7.453641
5.343512
5.046854
6.129899
6.542513
5.776495
5.991821
5.855078
9.598095
6.190866
5.867815
5.285174
4.344627
6.562199
5.628772
5.136468
5.514874
6.358956
5.763219
7.208616
6.225521
8.650227
5.383499
7.916681
8.014699
9.513556
5.749628
5.685723
8.121966
7.348207
10.622893
8.556275
9.12007
7.484672
6.393687
5.571162
5.791033
5.988908
6.200854
6.334622
6.321712
5.64495
5.900814
9.612448
10.182031
5.964291
10.202282
5.081295
5.590372
9.365347
5.832366
9.73044
6.847453
8.451603
5.808511
10.850917
6.518689
5.953237
5.319726
9.835088
6.447791
10.092768
16.416023
6.371291
6.592042
7.052277
8.192164
4.904168
6.341847
6.191697
5.453311
6.539738
10.556725
7.830836
5.790906
4.770965
4.853307
6.422514
9.691936
4.996538
5.416474
9.23231
9.610031
10.968071
4.767963
11.223174
6.161867
7.335412
6.366559
5.198559
5.884354
6.369704
11.011682
5.541375
5.898611
9.833324
8.629325
5.983257
4.947863
5.656747
6.124489
10.733328
6.808352
4.641645
7.892639
6.357257
6.021605
8.028764
6.276982
6.977792
11.406309
5.756393
9.369804
12.667335
5.723775
7.753003
6.088853
12.555921
6.345587
5.827961
10.186977
7.973904
6.914789
10.389199
6.04974
8.115397
7.005303
8.037182
4.899893
5.762008
4.519829
9.477823
10.48849
8.700956
7.820381
6.193266
7.859074
6.326757
6.660388
5.942902
6.365206
8.132359
6.059117
5.78555
7.888624
7.569067
5.653514
5.015545
11.228822
4.468325
6.150444
6.848898
4.578544
5.272456
7.070326
12.815228
75.749184
6.777636
6.033734
5.014817
6.633719
6.062118
6.706323
8.344699
5.256217
3.691793
6.24544
6.899561
8.696186
4.883159
5.171752
4.492037
5.688914
6.198746
10.764091
5.063899
7.857805
5.412747
6.195622
5.933743
6.641445
6.11298
9.478516
7.625868
5.39102
6.802407
5.207211
6.758248
5.332782
6.207581
6.08245
7.593741
9.628148
10.206884
5.15319
6.415057
6.095425
8.543546
5.006685
6.583861
7.834214
7.691563
9.327575
7.746169
6.208289
5.750689
82.230541
4.983873
5.936645
5.171448
6.216163
7.528119
5.606747
5.429523
8.425197
9.867516
7.919463
7.353279
11.208014
9.982891
5.573652
4.566562
6.853111
38.782865
8.444301
6.84209
10.191093
9.424912
5.71956
5.783615
6.688044
4.561088
10.465345
7.390354
5.620922
5.221869
9.304431
4.644887
9.029719
6.045202
7.23157
6.018229
6.954809
6.11354
5.78566
6.57111
6.527663
7.741269
10.542976
10.653608
6.893564
8.794073
7.266274
6.599193
10.223798
9.337593
6.369386
6.449901
9.163451
5.421392
8.962992
9.110592
6.33438
6.025507
5.507092
5.247147
6.850674
6.09644
10.971732
4.837313
5.139645
5.390903
7.676986
6.354939
4.756713
6.683625
9.227338
8.713781
5.789275
10.272137
9.026692
5.806347
8.419192
10.113338
7.465835
5.801222
4.844065
8.606541
