latency (ms)
5.54662
7.639767
8.240433
8.209731
6.053562
33.084928
4.757623
10.944328
5.94055
13.163314
4.869362
5.443413
6.886934
8.007718
5.586202
4.527823
6.423672
6.072383
8.421174
6.705447
7.896049
9.517716
9.11448
5.886504
3.998768
4.944937
4.86403
6.407205
7.041222
6.513099
6.446564
6.013122
6.02269
9.934295
10.56786
6.264244
4.816684
5.687148
5.580872
10.182162
7.857948
9.668636
5.94009
7.509219
5.231046
11.146899
5.796377
10.348524
4.647551
12.037152
4.647467
4.657632
7.426292
8.193345
7.515324
6.628998
8.984467
5.0238
6.20927
4.237705
6.006755
4.75952
5.706158
5.848225
6.30644
8.499419
6.445846
6.613036
6.062484
8.748313
7.090073
5.134851
6.099147
8.597156
6.603801
6.031574
6.341005
5.341749
11.124062
21.353837
7.086148
7.271924
7.656366
7.494488
8.315948
7.571942
9.968488
5.689546
6.139486
7.451156
5.025777
5.642407
8.659018
7.457666
5.917803
7.198727
7.037043
5.335992
33.298068
9.15399
5.773135
8.007725
9.638996
7.112342
5.077978
6.321752
6.844691
7.658226
9.304976
7.00333
4.088893
7.31234
6.85408
7.062939
8.378381
8.053457
5.516849
6.343569
5.674453
31.088392
7.741091
6.555845
4.897101
6.409075
7.499569
6.067526
4.931746
4.18146
6.604208
4.379998
5.549358
5.4517
9.958827
5.546985
7.001283
8.32007
7.818051
9.960995
10.032277
5.17999
5.440056
6.464733
5.037431
5.477822
5.52711
14.72642
4.763911
6.454446
8.569043
27.338941
7.46464
5.646322
6.619459
8.95097
8.556687
4.57674
7.369296
5.565758
10.821148
5.156266
4.724811
163.263049
5.536083
6.456968
8.725096
5.474485
5.692023
8.266002
10.331806
8.583068
6.281599
9.19691
5.768738
7.00861
6.278859
5.035235
5.610878
9.243087
5.624922
6.940355
7.952218
78.250326
5.873052
6.17693
6.426874
5.401257
9.47683
7.488975
8.830268
5.959619
7.116197
4.981033
6.860361
6.899196
6.689865
5.345244
6.466528
8.638611
5.791705
10.03792
5.926712
8.768331
8.645121
5.677571
9.496561
8.465146
5.655597
6.276136
7.931518
11.652305
5.771685
5.988754
6.927551
6.671034
4.962437
10.657016
6.519701
5.123794
7.431635
6.496326
6.47642
9.595038
6.667984
6.161983
62.657512
9.104501
5.062383
10.47333
7.874255
4.443291
6.720997
4.914451
6.019082
6.45934
5.57665
4.975739
9.56672
5.853
5.316817
5.928468
11.717474
5.555453
8.371727
4.848865
5.931183
6.398275
5.429869
5.266657
