latency (ms)
3.53451
3.824094
2.570922
3.235545
3.378273
2.779072
4.213389
5.028378
4.124191
3.216398
4.66999
3.316753
3.884731
3.813874
3.449291
3.775792
3.467439
3.217604
3.387118
3.949034
4.271879
4.006387
3.713597
3.485842
3.579327
3.483984
3.435041
3.494749
3.055634
3.591626
3.878075
4.288416
4.41748
3.458748
3.516693
4.967689
5.063489
3.235873
3.109357
3.890186
3.665886
3.280853
4.029272
3.837503
2.878087
5.617266
4.610508
3.634827
3.560067
4.419177
3.984596
4.025964
3.91457
3.787393
3.205073
3.988288
3.85761
3.165125
3.766568
3.627967
3.835058
3.565235
4.743713
3.528846
4.582751
3.934758
3.615779
4.152405
3.810382
5.160653
3.70867
3.76804
5.186368
2.620555
3.142913
3.913408
3.877417
5.891224
3.766079
4.08868
2.427031
3.662263
4.671396
3.715784
3.483775
4.019889
3.056111
4.880925
3.175897
4.663971
3.404423
3.629417
2.815499
3.815392
3.254289
5.208216
3.619128
6.248807
3.418235
3.760441
5.678951
4.074495
3.603595
3.283806
4.398523
6.074523
3.342389
3.900576
4.308505
3.854153
3.48203
2.49395
4.044441
4.131272
5.026608
3.548645
3.097127
3.892585
2.771182
3.504127
4.521854
3.589164
4.203404
5.767552
3.073755
3.923796
3.001275
3.620292
4.813377
4.512119
3.112319
3.794365
4.526455
3.291686
4.101439
3.774572
3.415892
3.956647
3.098062
3.829184
3.867235
3.681276
3.285909
3.930452
5.414247
4.09753
2.928911
4.460318
4.970869
3.530073
4.15733
3.797589
4.434218
3.251887
3.490584
3.584436
3.801302
4.137829
3.888271
2.710549
5.667444
3.187095
3.407415
3.816202
3.766699
3.522639
3.804106
2.683096
3.654919
4.098035
3.449466
4.460238
3.32717
4.519734
4.250472
6.075156
5.090338
4.505847
3.396258
2.70929
3.908936
3.546839
3.712897
3.692978
4.069263
2.917865
3.865455
4.044774
3.440861
4.063283
3.255933
3.63161
3.955691
3.564038
3.902466
3.565807
4.036821
3.995973
3.222335
2.856023
3.292658
3.79932
3.528485
3.924553
5.652949
3.425871
3.889736
3.63619
4.01079
3.072776
4.086336
3.714785
5.026858
3.871694
3.891056
4.92967
3.334876
4.278751
3.47522
4.787449
2.946592
4.739579
4.076038
3.131443
3.17102
2.498422
3.532705
3.204319
5.102695
3.137361
4.060543
2.928882
4.615283
4.141079
3.665268
3.447852
4.214188
4.140724
3.999115
3.066758
3.810767
4.796182
3.141448
4.3713
3.292221
3.681638
3.458678
4.498712
4.268947
4.190164
3.893306
3.464003
8.082029
3.420364
4.766398
3.719249
3.798087
4.174637
4.583911
4.255392
3.321172
3.794665
2.966764
5.539735
5.535819
3.193621
4.685325
3.047948
3.428856
3.444833
3.463108
3.709505
3.392599
3.435521
2.559117
5.301744
3.710597
3.777623
5.252187
3.833974
3.524533
3.363629
4.986389
3.57458
3.196476
3.910638
4.864585
3.547962
3.392917
5.364154
4.281071
2.491229
3.71864
5.380473
3.869799
3.101764
3.924623
4.584976
2.997806
5.159825
3.904191
5.185502
5.154538
7.238808
7.10088
4.184143
4.227018
3.727211
3.679801
3.612182
3.323305
3.997523
4.064528
4.111382
6.9318
3.128591
3.041939
3.490807
3.791554
3.526733
3.180344
4.09474
3.117457
4.648069
2.908911
3.407297
3.696587
3.365593
3.696635
4.330045
3.92158
2.526073
4.452606
